n_measure,min_flux,max_flux,mean_flux,med_flux,std_flux,skew_flux,min_flux_err,max_flux_err,mean_flux_err,med_flux_err,std_flux_err,skew_flux_err,sum_flux_err_ratio,skew_flux_err_ratio,sum_flux_err2,skew_flux_err2,mean_interval,max_interval,hostgal_specz,hostgal_photoz,hostgal_photoz_err,ra,decl,gal_l,gal_b,ddf,distmod,mwebv,target,fou1_0,fou2_0,kur_0,skew_0,fou1_1,fou2_1,kur_1,skew_1,fou1_2,fou2_2,kur_2,skew_2,fou1_3,fou2_3,kur_3,skew_3,fou1_4,fou2_4,kur_4,skew_4,fou1_5,fou2_5,kur_5,skew_5
330,-19.15981101989746,47.31005859375,2.2674338817596436,0.40917152166366577,8.022238731384277,3.1633918285369873,0.695106029510498,11.281384468078613,2.4710614681243896,1.9908504486083984,1.7211337089538574,1.8154258728027344,335.3032531738281,3.5375330448150635,8846.2119140625,1.1549328565597534,2.5952750759878294,238.23109999999724,0.23199999332427979,0.22619999945163727,0.015699999406933784,33.57421875,-6.579593181610107,170.45558166503906,-61.5482177734375,1.0,40.256099700927734,0.020999999716877937,True,-20.940625036503633,27.210756830374574,0.3597253744500657,0.34943079948425293,-16.320467110408593,-4.9286551964587195,0.7717781310486811,0.4576355516910553,-14.202868440246798,22.523013182897046,4.537796045153365,2.3157074451446533,-33.81819952540789,26.229941108223027,6.345495082943513,2.584660291671753,-24.37154355707882,41.5559878878213,5.38564027121377,2.4625425338745117,-31.67359309322367,63.05090095644187,3.125970384618989,1.6305203437805176
351,-15.494462966918945,220.7952117919922,8.90920639038086,1.0358949899673462,27.558208465576172,4.958520412445068,0.5671700239181519,55.89274597167969,2.5555756092071533,1.8198750019073486,3.5373237133026123,10.695694923400879,1645.7437744140625,5.915900230407715,67042.3125,12.121685981750488,2.4391600000000158,226.30589999999938,0.3037000000476837,0.28130000829696655,1.1523000001907349,0.18987299501895905,-45.58665466308594,328.25445556640625,-68.96929931640625,1.0,40.795101165771484,0.007000000216066837,False,9.284493173620904,40.77127684553093,4.232286555765427,1.980814814567566,174.26653784315747,183.55421351657913,46.33389266566843,6.817994594573975,179.5747946006249,189.53814686289698,32.840269136138645,5.534682750701904,171.32883367893663,207.7792398357603,14.859787098465752,3.6503560543060303,184.46261153331838,165.36338903442362,12.44502524519662,3.3826000690460205,166.26388208400175,110.01883041098071,10.952062213649581,3.08371639251709
352,-16.543752670288086,143.60018920898438,7.145701885223389,1.1412880420684814,20.051721572875977,4.3874993324279785,0.6952769756317139,11.383689880371094,2.7530038356781006,2.214853525161743,1.9338375329971313,1.7872802019119263,1189.5689697265625,4.716561794281006,28340.34375,7.919312000274658,2.489431054131056,231.3489999999947,0.19339999556541443,0.24150000512599945,0.01759999990463257,352.7112731933594,-63.82365798950195,316.92230224609375,-51.05940246582031,1.0,40.41659927368164,0.024000000208616257,False,-13.767900697165356,-3.41067240838114,0.6649023101392184,-0.32420745491981506,-5.102657467565853,24.097712062223536,5.496245168110768,2.315295696258545,-11.269537240147283,65.2476277190993,9.371163802620675,2.995321750640869,-12.389923820529933,74.03604182555678,12.807983123124606,3.5093436241149902,-3.4261495128900235,104.81841993056408,14.897216143109056,3.8023080825805664,54.95569451533227,22.137730648673344,13.09556043473842,3.56034779548645
352,-13.854151725769043,1448.7156982421875,30.33302116394043,0.33729851245880127,167.3179473876953,6.251969337463379,0.6707010269165039,11.31612491607666,2.8329572677612305,2.259993553161621,1.9944828748703003,1.6515454053878784,2040.427734375,5.379523754119873,430180.9375,8.846173286437988,2.489431054131056,231.3489999999947,0.13519999384880066,0.18199999630451202,0.030400000512599945,347.8467102050781,-64.76085662841797,318.9298400878906,-49.14359664916992,1.0,39.727901458740234,0.01899999938905239,False,155.64208755008653,-147.9574335053117,12.933822759658891,3.6681296825408936,1188.8083915400384,-1148.3280810095844,24.83197303142368,5.1591997146606445,1055.7286402176644,-1035.6629760651829,25.132197345903265,5.179737567901611,797.6992364532567,-781.6732629000928,24.347180905638634,5.121902942657471,611.7759856450068,-586.5343483895774,24.213240806263332,5.113631725311279,551.9787681067158,-510.2205038020844,23.634007465598696,5.029879570007324
352,-14.525748252868652,34.5598258972168,1.760026454925537,0.6234539747238159,5.273147106170654,2.4756972789764404,0.6772019863128662,11.346677780151367,2.7332041263580322,2.20597505569458,1.9317818880081177,1.7891427278518677,174.88287353515625,0.6194905638694763,18173.705078125,6.132507801055908,2.489431054131056,231.3489999999947,0.685699999332428,0.7013999819755554,0.009999999776482582,348.59588623046875,-63.0726203918457,320.0232849121094,-50.71305847167969,1.0,43.152400970458984,0.020999999716877937,True,9.484676776214565,-8.365112887623305,-0.20337995323567837,0.6519874334335327,10.792864561240375,-4.991931125632739,0.9833732034203853,0.030418338254094124,-13.785613481536897,15.013830542806463,0.5809475922772429,0.07453484833240509,-25.95890947985203,0.21882452806431554,0.40536521675771464,-0.17148371040821075,-20.293493880184805,-11.828631185931565,0.14671773593176107,0.4093547761440277,-31.600137455973655,-3.5664752014437955,0.7638072469168193,0.7296983003616333
255,-13.367912292480469,231.82833862304688,19.22882652282715,1.2529079914093018,48.00439453125,2.8283982276916504,0.7461709976196289,62.95077896118164,3.0000216960906982,2.1355929374694824,4.201745986938477,11.561999320983887,2340.8564453125,3.236558437347412,148898.796875,15.505030632019043,3.3647866141732017,247.32649999999558,0.30880001187324524,0.3228999972343445,0.335999995470047,149.4140625,3.4338340759277344,234.91912841796875,42.245548248291016,1.0,41.140098571777344,0.027000000700354576,False,0.5792266896688236,-1.5437033246575464,3.9632896831999282,2.2650680541992188,-79.44078956473017,-154.98804213884924,9.04371058500031,3.2110068798065186,-53.43755504509623,-143.69842657148908,6.221987080673298,2.7359254360198975,59.002083724204965,-44.052458487502115,4.143781665031943,2.307779550552368,45.718617092489765,-18.460376743240335,3.645413210445822,2.2011592388153076,108.09835657416876,-17.234419862956,3.040013992210384,1.9878840446472168
351,-18.0001163482666,21.651643753051758,1.738063931465149,0.9129670262336731,4.798681259155273,0.7760688066482544,0.5662829875946045,55.924137115478516,2.5476579666137695,1.8049570322036743,3.540395498275757,10.69117259979248,416.3684997558594,4.016661643981934,68829.671875,18.606069564819336,2.4391600000000158,226.30589999999938,0.15160000324249268,0.1899999976158142,0.010400000028312206,0.9656649827957153,-46.37508010864258,325.8459167480469,-68.57942962646484,1.0,39.83169937133789,0.007000000216066837,False,2.904218600656375,-30.317405720171323,0.08075068215234138,0.09476868808269501,16.14973817632955,-12.463929779320129,1.4811706874126882,1.2730520963668823,32.8344225009105,-33.12681650558676,1.8802085862492355,1.5767887830734253,33.37639619098054,-14.517322818267829,2.4764828147603097,1.3519909381866455,12.750698251801758,-14.809969699855593,1.5448255047543418,1.1693882942199707,38.07963630895783,-85.26751893669136,0.4967506173195755,0.03054214082658291
352,-17.384004592895508,214.80596923828125,11.319435119628906,0.2627534866333008,36.182796478271484,3.1463539600372314,0.6744509935379028,11.340099334716797,2.749154806137085,2.203695058822632,1.9221134185791016,1.7980549335479736,1961.8746337890625,3.9372971057891846,38910.41796875,6.498391151428223,2.489431054131056,231.3489999999947,0.16949999332427979,0.5408999919891357,0.22830000519752502,346.5,-62.32040023803711,321.9511413574219,-50.736053466796875,1.0,42.46670150756836,0.019999999552965164,True,137.02347678087563,145.14376241333096,16.322499450623972,4.1858906745910645,48.67166061619316,87.17723432641829,9.654562559415098,3.288177013397217,5.770539316780784,39.45198910502206,5.196075818993904,2.6572654247283936,-11.996661480388985,28.763456736940018,4.979099428239555,2.622838020324707,-16.431107758231448,16.970679143297172,5.096838835803231,2.633333206176758,-12.106388566115928,34.5170789905538,5.028138804036965,2.539476156234741
351,-17.098705291748047,35.21845626831055,2.2456815242767334,0.7001460194587708,5.721734046936035,1.9710246324539185,0.5729510188102722,56.1457633972168,2.564136028289795,1.8249629735946655,3.5535807609558105,10.694705963134766,331.2969665527344,2.3843352794647217,114390.2578125,18.49895477294922,2.4391600000000158,226.30589999999938,0.23600000143051147,2.7474000453948975,0.5335000157356262,359.44671630859375,-44.20153045654297,331.7300109863281,-69.80570983886719,1.0,46.7958984375,0.009999999776482582,True,-6.413712514304065,0.14470359553787665,0.8944771660261659,0.20330898463726044,1.7101877673805046,-16.055366731990393,0.9517393749237475,0.04390846937894821,-2.2069143823717527,-5.807734242613746,-0.24465929652393648,0.3496415317058563,24.17306411203418,-14.668882044083732,-0.2515913737064186,0.8466322422027588,44.839849613054284,-35.288622557729575,-0.0027173815023302517,0.6668001413345337,13.432525689235238,-88.87507941815117,1.062580850160061,0.787335216999054
351,-15.131953239440918,23.507789611816406,0.7560802102088928,0.4937190115451813,3.378377914428711,0.8339715600013733,0.5767109990119934,56.15609359741211,2.56673002243042,1.8246979713439941,3.554823875427246,10.691353797912598,145.76617431640625,0.6795784831047058,27120.017578125,13.036633491516113,2.4391600000000158,226.30589999999938,0.45410001277923584,0.5735999941825867,0.2827000021934509,359.8052062988281,-46.76847839355469,327.135986328125,-67.82990264892578,1.0,42.62070083618164,0.010999999940395355,False,2.563008776094355,9.727623195492033,1.954607907173612,-0.3953511714935303,-0.229224507468312,-8.785070149327858,-0.04385580316872684,0.548840343952179,8.221273917263394,13.555074450616269,0.4338606281366313,0.8151361346244812,-6.051115642030025,31.325491334384587,3.286739278496749,1.463323712348938,-0.7042490715577375,17.095264699951127,11.750823730054005,2.518528461456299,12.12561084969049,51.93425054642678,1.0421614531288066,-0.04103443771600723
255,-13.54139518737793,154.80604553222656,10.312104225158691,0.3271999955177307,29.258708953857422,2.8140385150909424,0.7148150205612183,62.46828842163086,2.945704936981201,2.06610107421875,4.177486419677734,11.516530990600586,1344.169189453125,3.5979480743408203,13265.662109375,-10.736764907836914,3.3647866141732017,247.32649999999558,0.16099999845027924,0.1817999929189682,0.007899999618530273,150.8203125,1.641510009765625,237.9945068359375,42.358985900878906,1.0,39.725799560546875,0.019999999552965164,True,-6.059872094701637,4.462934796675509,8.338542733053698,2.8952696323394775,113.00290057968684,-180.98508089191247,9.21572477706812,3.1276628971099854,170.3036863856788,-229.44571261871985,4.5832857097088135,2.4669439792633057,181.27967600351704,-217.6436911711524,3.97801451775626,2.395526647567749,187.07311360514143,-242.62353893797655,4.129215514367476,2.393890619277954,210.05790770933388,-269.1339829593666,4.3028364832189725,2.3690788745880127
351,-22.609296798706055,111.28688049316406,2.8065247535705566,0.5517650246620178,10.924612998962402,5.603501319885254,0.572513997554779,56.111732482910156,2.5653111934661865,1.8229600191116333,3.5513341426849365,10.695342063903809,653.7876586914062,7.6874823570251465,-67558.34375,-18.54423713684082,2.4391600000000158,226.30589999999938,0.05609999969601631,0.05559999868273735,0.03009999915957451,359.81170654296875,-45.191612243652344,329.4856872558594,-69.1509017944336,1.0,36.974998474121094,0.009999999776482582,True,0.24923435741344727,2.2682732371518606,4.17741414191622,1.0242805480957031,26.950060792461212,-42.175795676236866,12.131897671039322,3.237205743789673,86.41324040515339,-76.56328940358283,13.033451714658362,3.5356547832489014,170.43472282750946,-155.7071578560074,10.332825593591222,3.205979824066162,42.71665190544776,-51.36217013159722,4.0660111427039345,1.9317004680633545,45.30375432938413,2.2986705127492106,2.372444180364446,-0.3890836238861084
